Pseudomonas syringae pv. tomato str. DC3000 chromosome, complete genome - 1..6397126
5481 proteins
Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product
354040..355629	-	529	28867556	gshA	PSPTO_0325	-	COG2918H	glutamate--cysteine ligase
355873..356256	-	127	28867557	-	PSPTO_0326	-	COG2050Q	hypothetical protein
356256..358577	-	773	28867558	-	PSPTO_0327	-	COG2183K	S1 RNA binding domain-containing protein
358877..359617	+	246	28867559	ompR	PSPTO_0328	-	COG0745TK	DNA-binding response regulator OmpR
359769..361091	+	440	28867560	envZ	PSPTO_0329	-	COG0642T	osmolarity sensor protein EnvZ
361341..361808	-	155	28867561	-	PSPTO_0330	-	-	hypothetical protein
361787..362011	+	74	28867562	-	PSPTO_0331	-	-	hypothetical protein
362035..362322	-	95	28867563	-	PSPTO_0332	-	-	hypothetical protein
362552..363391	-	279	28867564	-	PSPTO_0333	-	COG2823R	hypothetical protein
363589..364935	+	448	28867565	algB	PSPTO_0334	-	COG2204T	alginate biosynthesis transcriptional regulator AlgB
364946..366733	+	595	28867566	-	PSPTO_0335	-	COG5002T	sensory box histidine kinase
366822..367070	-	82	28867567	-	PSPTO_0336	-	COG4115S	hypothetical protein
367096..367374	-	92	28867568	-	PSPTO_0337	-	COG2161D	prevent-host-death family protein
367634..368413	-	259	28867569	-	PSPTO_0338	-	COG3023V	N-acetylmuramoyl-L-alanine amidase family protein
368509..370542	-	677	28867570	-	PSPTO_0339	-	COG2199T	diguanylate cyclase
370539..371414	-	291	28867571	-	PSPTO_0340	-	COG3568R	endonuclease/exonuclease/phosphatase family protein
371424..372068	-	214	28867572	dsbA	PSPTO_0341	-	COG2761Q	thiol:disulfide interchange protein DsbA
372072..372212	-	46	28867573	-	PSPTO_0342	-	-	hypothetical protein
372362..372997	+	211	28867574	engB	PSPTO_0343	-	COG0218R	GTP-binding protein EngB
373243..376020	-	925	28867575	polI	PSPTO_0344	-	COG0749L	DNA polymerase I
376083..376370	+	95	28867576	-	PSPTO_0345	-	-	hypothetical protein
376407..377357	+	316	28867577	thrB	PSPTO_0346	-	COG2334R	homoserine kinase
377461..378507	-	348	28867578	-	PSPTO_0347	-	COG1609K	LacI family transcriptional regulator
381023..382348	+	441	28867579	-	PSPTO_0349	-	COG2141C	xenobiotic compound monooxygenase, DszA family, A subunit
382479..383414	+	311	28867580	-	PSPTO_0350	-	COG0715P	alkanesulfonate transporter substrate-binding subunit
383497..384534	+	345	28867581	-	PSPTO_0351	-	COG0667C	oxidoreductase, aldo/keto reductase family
384711..386147	-	478	28867582	ntrC	PSPTO_0352	-	COG2204T	nitrogen regulation protein NR(I)
386144..387229	-	361	28867583	ntrB	PSPTO_0353	-	COG3852T	nitrogen regulation protein NtrB
387189..387347	-	52	28867584	-	PSPTO_0354	-	-	hypothetical protein
387513..388145	-	210	28867585	-	PSPTO_0355	-	-	hypothetical protein
388142..388684	-	180	28867586	-	PSPTO_0356	-	-	hypothetical protein
388763..389320	-	185	28867587	aroH	PSPTO_0357	-	COG1605E	chorismate mutase
389541..391001	-	486	28867588	-	PSPTO_0358	-	COG3666L	ISPsy6, transposase
391090..392496	-	468	28867589	glnA-1	PSPTO_0359	-	COG0174E	glutamine synthetase, type I
392832..394286	+	484	28867590	thiI	PSPTO_0360	-	COG0301H	thiamin biosynthesis protein ThiI
394429..396249	+	606	28867591	typA	PSPTO_0361	-	COG1217T	GTP-binding protein TypA
396350..397132	-	260	28867592	-	PSPTO_0362	-	COG1349KG	DeoR family transcriptional regulator
397298..398071	-	257	28867593	polS	PSPTO_0363	-	COG1028IQR	sorbitol dehydrogenase
398111..399427	-	438	28867594	-	PSPTO_0364	-	COG1653G	sugar ABC transporter periplasmic sugar-binding protein
399709..400608	+	299	28867595	-	PSPTO_0365	-	COG2207K	AraC family transcriptional regulator
400609..401868	-	419	28867596	-	PSPTO_0366	-	COG0025P	Na+/H+ antiporter NhaP
402145..402474	-	109	28867597	-	PSPTO_0367	-	-	hypothetical protein
402612..402947	-	111	28867598	-	PSPTO_0368	-	-	hypothetical protein
403338..404663	+	441	28867599	-	PSPTO_0369	-	-	outer membrane porin, OprD family
404865..406241	+	458	28867600	-	PSPTO_0370	-	COG0534V	MATE efflux family protein
406323..407510	+	395	28867601	iaaL	PSPTO_0371	-	COG1541H	indoleacetate-lysine ligase
407868..408890	-	340	28867602	-	PSPTO_0372	-	COG3547L	ISPsy7, transposase
408969..411536	-	855	28867603	-	PSPTO_0373	-	COG3209M	Rhs family protein
411649..412236	-	195	28867604	-	PSPTO_0374	-	-	hypothetical protein
412540..415701	-	1053	28867605	-	PSPTO_0375	-	COG3696P	cation efflux family protein
415726..416994	-	422	28867606	-	PSPTO_0376	-	COG0845M	cation efflux family protein
417062..418288	-	408	28867607	-	PSPTO_0377	-	COG1538MU	metal ion efflux outer membrane protein
418542..419216	+	224	28867608	-	PSPTO_0378	-	COG0745TK	DNA-binding heavy metal response regulator
419213..420604	+	463	28867609	-	PSPTO_0379	-	COG0642T	heavy metal sensor histidine kinase
420719..421120	+	133	28867610	-	PSPTO_0380	-	COG3686S	hypothetical protein
421174..421584	-	136	28867611	-	PSPTO_0381	-	-	hypothetical protein
421625..423310	-	561	28867612	-	PSPTO_0382	-	COG0272L	NAD-dependent DNA ligase LigB
423533..424723	-	396	28867613	metK	PSPTO_0383	-	COG0192H	S-adenosylmethionine synthetase
424744..425739	-	331	28867614	-	PSPTO_0384	-	COG2226H	ArsR family transcriptional regulator
425999..427996	+	665	28867615	tkt	PSPTO_0385	-	COG0021G	transketolase
428140..429183	+	347	28867616	epd	PSPTO_0386	-	COG0057G	D-erythrose 4-phosphate dehydrogenase
429206..430369	+	387	28867617	pgk	PSPTO_0387	-	COG0126G	phosphoglycerate kinase
430397..430630	+	77	28867618	-	PSPTO_0388	-	-	lipoprotein
430717..431043	+	108	28867619	-	PSPTO_0389	-	-	lipoprotein
431157..432221	+	354	28867620	fba	PSPTO_0390	-	COG0191G	fructose-bisphosphate aldolase
432379..432798	-	139	300781804	-	PSPTO_0391	-	-	hypothetical protein
432854..433264	-	136	28867623	-	PSPTO_0393	-	COG3755S	hypothetical protein
433493..434470	+	325	28867624	-	PSPTO_0394	-	COG2355E	renal dipeptidase family protein
434554..435084	+	176	28867625	-	PSPTO_0395	-	-	hypothetical protein
435100..437160	+	686	28867626	-	PSPTO_0396	-	COG1902C	NADH:flavin oxidoreductase/NADH oxidase family protein
437235..439244	+	669	28867627	-	PSPTO_0397	-	COG0247C	iron-sulfur cluster-binding protein
439478..440464	+	328	28867628	etfA-1	PSPTO_0398	-	COG2025C	electron transfer flavoprotein subunit alpha
440454..441251	+	265	28867629	etfB-1	PSPTO_0399	-	COG2086C	electron transfer flavoprotein subunit beta
441859..443655	-	598	28867630	-	PSPTO_0400	-	COG3469G	chitinase
443858..445090	-	410	28867631	-	PSPTO_0401	-	COG4638PR	iron-sulfur cluster-binding protein, Rieske family
445454..446554	+	366	28867632	-	PSPTO_0402	-	COG1018C	iron-sulfur cluster-binding protein
446683..446949	-	88	28867633	-	PSPTO_0403	-	-	hypothetical protein
447686..448522	+	278	28867634	-	PSPTO_0404	-	COG2961R	hypothetical protein
448752..449399	-	215	28867635	msrA	PSPTO_0405	-	COG0225O	peptide methionine sulfoxide reductase
449550..452243	-	897	28867636	-	PSPTO_0406	-	COG5001T	sensory box/GGDEF domain/EAL domain-containing protein
452492..453880	-	462	28867637	-	PSPTO_0407	-	COG2814G	drug resistance transporter, EmrB/QacA family
453914..455239	-	441	28867638	-	PSPTO_0408	-	COG0312R	hypothetical protein
455239..456681	-	480	28867639	-	PSPTO_0409	-	COG0312R	TldD/PmbA family protein
456805..457845	-	346	28867640	-	PSPTO_0410	-	COG2008E	threonine aldolase, low-specificity
457946..458692	+	248	28867641	-	PSPTO_0411	-	-	membrane protein
458865..460061	-	398	28867642	-	PSPTO_0412	-	COG1092R	hypothetical protein
460408..461172	+	254	28867643	-	PSPTO_0413	-	COG1639T	hypothetical protein
461218..462030	+	270	28867644	mutM	PSPTO_0414	-	COG0266L	formamidopyrimidine-DNA glycosylase
462120..462458	+	112	28867645	-	PSPTO_0415	-	-	hypothetical protein
462467..462718	-	83	28867646	-	PSPTO_0416	-	COG1143C	ferredoxin
462809..463288	-	159	28867647	-	PSPTO_0417	-	COG0669H	pantetheine-phosphate adenylyltransferase
463456..464883	-	475	28867648	-	PSPTO_0418	-	COG1012C	coniferyl aldehyde dehydrogenase
465161..465823	+	220	28867649	-	PSPTO_0419	-	COG1309K	TetR family transcriptional reguator
465877..466734	+	285	28867650	-	PSPTO_0420	-	COG2897P	rhodanese-like domain-containing protein
466742..467755	-	337	28867651	-	PSPTO_0421	-	COG0429R	alpha/beta fold family hydrolase
467890..468183	-	97	28867652	-	PSPTO_0422	-	COG3093R	virulence-associated protein
468196..468474	-	92	28867653	-	PSPTO_0423	-	COG3549R	proteic killer protein
468737..469321	-	194	28867654	-	PSPTO_0424	-	COG0742L	methyltransferase
469321..470814	-	497	28867655	-	PSPTO_0425	-	COG0612R	hypothetical protein
470811..472163	-	450	28867656	-	PSPTO_0426	-	COG0612R	peptidase, M16 family
472419..473960	+	513	28867657	ftsY	PSPTO_0427	-	COG0552U	signal recognition particle-docking protein FtsY
473957..474628	+	223	28867658	ftsE	PSPTO_0428	-	COG2884D	cell division ATP-binding protein FtsE
474625..475659	+	344	28867659	ftsX	PSPTO_0429	-	COG2177D	putative protein insertion permease FtsX
475778..476632	+	284	28867660	rpoH	PSPTO_0430	-	COG0568K	RNA polymerase sigma-32 factor
476853..477563	-	236	28867661	mtgA	PSPTO_0431	-	COG0744M	monofunctional biosynthetic peptidoglycan transglycosylase
477644..478024	+	126	28867662	-	PSPTO_0432	-	COG2363S	hypothetical protein
478133..478333	+	66	28867663	thiS	PSPTO_0433	-	COG2104H	thiamine biosynthesis protein ThiS
478385..479179	+	264	28867664	thiG	PSPTO_0434	-	COG2022H	thiazole biosynthesis protein ThiG
479190..479924	+	244	28867665	-	PSPTO_0435	-	COG0220R	tRNA (guanine-N(7)-)-methyltransferase
479967..481025	-	352	28867666	-	PSPTO_0436	-	-	hypothetical protein
481216..481728	-	170	28867667	folA	PSPTO_0437	-	COG0262H	dihydrofolate reductase
481854..483233	+	459	28867668	-	PSPTO_0438	-	-	hypothetical protein
483226..484614	+	462	28867669	-	PSPTO_0439	-	COG0486R	hypothetical protein
484957..485550	+	197	28867670	betI	PSPTO_0440	-	COG1309K	regulatory protein BetI
485655..487127	+	490	28867671	betB	PSPTO_0441	-	COG1012C	betaine aldehyde dehydrogenase BADH
487139..487240	+	33	28867672	-	PSPTO_0442	-	-	hypothetical protein
487268..488974	+	568	28867673	betA	PSPTO_0443	-	COG2303E	choline dehydrogenase
489138..489656	+	172	28867674	-	PSPTO_0444	-	COG1595K	RNA polymerase sigma-70 family protein
489653..490645	+	330	28867675	-	PSPTO_0445	-	COG3712PT	regulatory protein
490766..491899	+	377	28867676	-	PSPTO_0446	-	COG3182S	membrane protein
491896..492078	+	60	28867677	-	PSPTO_0447	-	-	hypothetical protein
492163..492777	+	204	28867678	-	PSPTO_0448	-	COG0625O	glutathione S-transferase
493002..493517	+	171	28867679	-	PSPTO_0449	-	COG2963L	ISPsy8, transposase OrfA
493574..494353	+	259	28867680	-	PSPTO_0450	-	COG2801L	ISPsy8, transposase OrfB
494461..494964	-	167	28867681	-	PSPTO_0451	-	COG4067O	hypothetical protein
495158..496057	+	299	28867682	-	PSPTO_0452	-	COG0204I	putative acyltransferase
496037..496756	-	239	28867683	-	PSPTO_0453	-	-	hypothetical protein
496831..497829	+	332	28867684	-	PSPTO_0454	-	-	hypothetical protein
497858..499057	-	399	28867685	fdhA-1	PSPTO_0455	-	COG1063ER	glutathione-independent formaldehyde dehydrogenase
499114..499971	-	285	28867686	purU-1	PSPTO_0456	-	COG0788F	formyltetrahydrofolate deformylase
500142..500774	-	210	28867687	soxG-1	PSPTO_0457	-	COG4583E	sarcosine oxidase, gamma subunit
500811..503831	-	1006	28867688	soxA-1	PSPTO_0458	-	COG0404E	sarcosine oxidase, alpha subunit
503828..504124	-	98	28867689	soxD-1	PSPTO_0459	-	COG4311E	sarcosine oxidase subunit delta
504140..505390	-	416	28867690	soxB-1	PSPTO_0460	-	COG0665E	sarcosine oxidase, beta subunit
505408..506661	-	417	28867691	glyA-1	PSPTO_0461	-	COG0112E	serine hydroxymethyltransferase
506918..508096	-	392	28867692	-	PSPTO_0462	-	COG4175E	glycine/betaine/L-proline ABC transporter, ATP-binding subunit
508093..508938	-	281	28867693	-	PSPTO_0463	-	COG4176E	glycine/betaine/L-proline ABC transporter, permease protein
509006..509953	-	315	28867694	-	PSPTO_0464	-	COG2113E	glycine betaine/L-proline ABC transporter, periplasmic substrate-binding protein
510737..511840	+	367	28867695	-	PSPTO_0465	-	COG4977K	AraC family transcriptional regulator
512022..513647	-	541	28867696	-	PSPTO_0466	-	COG0840NT	methyl-accepting chemotaxis protein
513782..513937	-	51	28867697	-	PSPTO_0467	-	-	hypothetical protein
514044..514301	+	85	28867698	-	PSPTO_0468	-	-	hypothetical protein
514298..514600	+	100	28867699	-	PSPTO_0469	-	COG3027S	hypothetical protein
514680..515393	-	237	28867700	-	PSPTO_0470	-	COG2176L	exonuclease
515390..517258	-	622	28867701	-	PSPTO_0471	-	COG2905T	nucleotidyltransferase
517608..518000	+	130	28867702	-	PSPTO_0472	-	COG2204T	response regulator
521328..522167	-	279	28867704	hopAS1	PSPTO_0474	-	-	type III effector HopAS1
522206..522316	-	36	281494525	-	PSPTO_5616	-	-	hypothetical protein
522512..522943	-	143	28867705	-	PSPTO_0475	-	-	hypothetical protein
522940..523386	-	148	28867706	-	PSPTO_0476	-	-	hypothetical protein
523383..523826	-	147	28867707	-	PSPTO_0477	-	-	hypothetical protein
523823..524749	-	308	28867708	-	PSPTO_0478	-	-	hypothetical protein
524756..525322	-	188	28867709	-	PSPTO_0479	-	COG4104S	hypothetical protein
525681..527858	-	725	28867710	glcB-1	PSPTO_0480	-	COG2225C	malate synthase G
528181..528699	+	172	28867711	-	PSPTO_0481	-	COG2716E	ACT domain-containing protein
528719..529069	-	116	28867712	-	PSPTO_0482	-	-	hypothetical protein
529381..530268	-	295	28867713	rarD-1	PSPTO_0483	-	COG2962R	rarD protein
530394..531368	-	324	28867714	-	PSPTO_0484	-	COG2334R	hypothetical protein
531564..532583	+	339	28867715	-	PSPTO_0485	-	COG1609K	LacI family transcriptional regulator
532567..533568	+	333	28867716	-	PSPTO_0486	-	COG1840P	ABC transporter substrate-binding protein
533568..534437	+	289	28867717	-	PSPTO_0487	-	COG0555O	ABC transporter permease
534434..535228	+	264	28867718	-	PSPTO_0488	-	COG1177E	ABC transporter permease
535225..536268	+	347	28867719	-	PSPTO_0489	-	COG3842E	ABC transporter ATP-binding protein
536293..537126	+	277	28867720	-	PSPTO_0490	-	COG1409R	Ser/Thr protein phosphatase family protein
537253..539169	-	638	28867721	-	PSPTO_0491	-	COG3211R	Tat (twin-arginine translocation) pathway signal sequence domain-containing protein
539251..540015	-	254	28867722	-	PSPTO_0492	-	COG2005R	molybdate transport regulator ModE
540207..540941	-	244	28867723	-	PSPTO_0493	-	COG1040R	competence protein ComF
541032..542090	+	352	28867724	bioB	PSPTO_0494	-	COG0502H	biotin synthetase
542154..543344	+	396	28867725	bioF	PSPTO_0495	-	COG0156H	8-amino-7-oxononanoate synthase
543337..544068	+	243	28867726	bioH	PSPTO_0496	-	COG0596R	bioH protein
544061..544870	+	269	28867727	bioC	PSPTO_0497	-	COG2226H	biotin synthesis protein BioC
544902..545582	+	226	28867728	bioD	PSPTO_0498	-	COG0132H	dethiobiotin synthetase
545737..546033	+	98	28867729	-	PSPTO_0499	-	-	hypothetical protein
546382..548187	+	601	28867730	-	PSPTO_0500	-	COG1960I	acyl-CoA dehydrogenase family protein
548376..549170	-	264	28867731	hopU1	PSPTO_0501	-	-	type III effector HopU1
549423..550037	-	204	28867732	hopF2	PSPTO_0502	-	-	type III effector HopF2
550174..550569	-	131	28867733	shcF	PSPTO_0503	-	-	type III chaperone protein ShcF
552012..553307	+	431	28867734	-	PSPTO_0505	-	COG3706T	diguanylate cyclase
553477..555255	+	592	28867735	-	PSPTO_0506	-	COG1960I	acyl-CoA dehydrogenase family protein
555671..555832	+	53	28867736	-	PSPTO_0507	-	COG0401S	hypothetical protein
555873..557705	-	610	28867737	-	PSPTO_0508	-	COG1506E	hypothetical protein
557668..558837	-	389	28867738	pqqE	PSPTO_0509	-	COG0535R	coenzyme PQQ synthesis protein E
558830..559126	-	98	28867739	pqqD	PSPTO_0510	-	-	coenzyme PQQ synthesis protein D
559123..559878	-	251	28867740	pqqC	PSPTO_0511	-	COG5424H	coenzyme PQQ synthesis protein C
559887..560798	-	303	28867741	pqqB	PSPTO_0512	-	COG1235R	coenzyme PQQ synthesis protein B
560896..560970	-	24	28867742	pqqA	PSPTO_0513	-	-	coenzyme PQQ synthesis protein A
561106..563445	-	779	28867743	pqqF	PSPTO_0514	-	COG1025O	coenzyme PQQ synthesis protein F
563660..564175	+	171	28867744	-	PSPTO_0515	-	COG2963L	ISPsy8, transposase OrfA
564232..565011	+	259	28867745	-	PSPTO_0516	-	COG2801L	ISPsy8, transposase OrfB
565108..565914	-	268	28867746	-	PSPTO_0517	-	COG0388R	hydrolase
565932..567566	-	544	28867747	-	PSPTO_0518	-	COG1231E	tryptophan 2-monooxygenase
567763..568203	-	146	28867748	-	PSPTO_0519	-	COG1522K	AsnC family transcriptional regulator
568236..569312	-	358	28867749	-	PSPTO_0520	-	COG1289S	membrane protein
569661..569945	+	94	28867750	-	PSPTO_0521	-	COG1426S	DNA-binding protein
569945..571171	+	408	28867751	-	PSPTO_0522	-	COG3550R	hypothetical protein
571196..572326	-	376	28867752	-	PSPTO_0523	-	COG3177S	Fic family protein
572573..573871	+	432	28867753	-	PSPTO_0524	-	COG0624E	peptidase, M20/M25/M40 family
574042..574635	-	197	28867754	-	PSPTO_0525	-	-	lipoprotein
574681..574893	-	70	28867755	-	PSPTO_0526	-	-	hypothetical protein
575375..577327	-	650	28867756	-	PSPTO_0527	-	-	hypothetical protein
577324..578211	-	295	28867757	-	PSPTO_0528	-	-	hypothetical protein
578208..579008	-	266	28867758	-	PSPTO_0529	-	-	hypothetical protein
579598..580119	-	173	28867759	-	PSPTO_0530	-	-	hypothetical protein
580669..581433	+	254	28867760	-	PSPTO_0531	-	-	type IV secretion system protein
581917..582171	+	84	28867761	-	PSPTO_0532	-	-	lipoprotein
583081..584058	+	325	28867762	-	PSPTO_0534	-	COG3039L	ISPssy, transposase
584780..586021	-	413	28867763	-	PSPTO_0535	-	COG4974L	site-specific recombinase, phage integrase family
586100..588589	-	829	28867764	-	PSPTO_0536	-	COG5001T	sensory box/GGDEF domain/EAL domain-containing protein
588846..590696	-	616	28867765	rpoD	PSPTO_0537	-	COG0568K	RNA polymerase sigma-70 factor
590764..592722	-	652	28867766	dnaG	PSPTO_0538	-	COG0358L	DNA primase
593192..593407	-	71	28867767	rpsU	PSPTO_0539	-	COG0828J	30S ribosomal protein S21
593605..594630	+	341	28867768	gcp	PSPTO_0540	-	COG0533O	O-sialoglycoprotein endopeptidase
594683..595261	-	192	28867769	-	PSPTO_0541	-	COG0344S	membrane protein
595327..595680	+	117	28867770	folB-1	PSPTO_0542	-	COG1539H	dihydroneopterin aldolase
595671..596195	+	174	28867771	folK-1	PSPTO_0543	-	COG0801H	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
596465..597694	-	409	28867772	cca	PSPTO_0544	-	COG0617J	tRNA nucleotidyltransferase
597792..599354	-	520	28867773	-	PSPTO_0545	-	COG2719S	SpoVR like family protein
599351..600622	-	423	28867774	-	PSPTO_0546	-	COG2718S	hypothetical protein
600744..602666	-	640	28867775	-	PSPTO_0547	-	COG2766T	hypothetical protein
602952..603272	-	106	28867776	-	PSPTO_0548	-	COG0607P	thiosulfate sulfurtransferase
603269..604171	-	300	28867777	apaH	PSPTO_0549	-	COG0639T	bis(5'-nucleosyl)-tetraphosphatase, symmetrical
604171..604551	-	126	28867778	apaG	PSPTO_0550	-	COG2967P	apaG protein
604665..605471	-	268	28867779	ksgA	PSPTO_0551	-	COG0030J	dimethyladenosine transferase
605468..606457	-	329	28867780	pdxA	PSPTO_0552	-	COG1995H	pyridoxal phosphate biosynthetic protein PdxA
606454..607740	-	428	28867781	surA	PSPTO_0553	-	COG0760O	peptidyl-prolyl cis-trans isomerase SurA
607757..610474	-	905	28867782	-	PSPTO_0554	-	COG1452M	organic solvent tolerance protein
610670..611695	+	341	28867783	-	PSPTO_0555	-	COG3178R	hypothetical protein
611814..612446	+	210	28867784	-	PSPTO_0556	-	COG1208MJ	nucleotidyltransferase family protein
612447..613214	+	255	28867785	-	PSPTO_0557	-	COG1076O	DnaJ-like protein DjlA
613245..614243	-	332	28867786	-	PSPTO_0558	-	-	hypothetical protein
614343..616358	+	671	28867787	-	PSPTO_0559	-	COG4585T	sensory box histidine kinase
616355..616984	+	209	28867788	-	PSPTO_0560	-	COG2197TK	LuxR family DNA-binding response regulator
617232..617405	+	57	28867789	-	PSPTO_0561	-	-	hypothetical protein
617525..618649	+	374	28867790	-	PSPTO_0562	-	COG3842E	polyamine ABC transporter ATP-binding protein
618732..619766	+	344	28867791	-	PSPTO_0563	-	COG0687E	polyamine ABC transporter periplasmic polyamine-binding protein
619844..621091	+	415	28867792	-	PSPTO_0564	-	COG1176E	polyamine ABC transporter permease
621103..621924	+	273	28867793	-	PSPTO_0565	-	COG1177E	polyamine ABC transporter permease
622080..622754	+	224	28867794	rpe	PSPTO_0566	-	COG0036G	ribulose-phosphate 3-epimerase
622769..623569	+	266	28867795	gph-1	PSPTO_0567	-	COG0546R	phosphoglycolate phosphatase
623639..625120	+	493	28867796	trpE	PSPTO_0568	-	COG0147EH	anthranilate synthase, component I
